,cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,cores,socket,category
1,AMD EPYC 7763,583999.2,88338,12.1,2635,0.36,280.0,64,SP3,Server
3,AMD EPYC 7713,564800.0,85861,12.16,2727,0.39,225.0,64,SP3,Server
4,AMD Ryzen Threadripper PRO 3995WX,544638.4,83971,12.33,2626,0.39,280.0,64,sWRX8,Desktop
5,AMD Ryzen Threadripper 3990X,671975.2,81568,9.71,2569,0.31,280.0,64,sTRX4,Desktop
8,AMD EPYC 7643,433999.2,76455,14.09,2695,0.5,225.0,48,SP3,Server
9,AMD EPYC 7702,320000.0,71646,17.91,2097,0.52,200.0,64,SP3,Server
10,AMD EPYC 7662,545360.0,71576,10.5,2054,0.3,225.0,64,SP3,Server
11,AMD EPYC 7742,403679.2,68749,13.62,2145,0.43,225.0,64,SP3,Server
14,AMD EPYC 7642,294720.0,67748,18.39,2155,0.59,225.0,48,SP3,Server
15,AMD EPYC 7543P,239920.0,67144,22.39,2742,0.91,225.0,32,SP3,Server
17,AMD Ryzen Threadripper 3970X,239839.2,63835,21.29,2694,0.9,280.0,32,sTRX4,Desktop
18,AMD Ryzen Threadripper PRO 3975WX,359999.2,63495,14.11,2666,0.59,280.0,32,sWRX8,Desktop
19,Intel Xeon Platinum 8380 @ 2.30GHz,718240.0,62317,6.94,2385,0.27,270.0,40,LGA 4189,Server
20,AMD EPYC 7702P,279999.2,61689,17.63,2110,0.6,200.0,64,SP3,Server
21,AMD EPYC 74F3,399120.0,60948,12.22,2975,0.6,240.0,24,SP3,Server
22,AMD EPYC 7513,227200.0,59732,21.03,2447,0.86,200.0,32,SP3,Server
23,AMD EPYC 7443P,119999.2,57666,38.44,2965,1.98,200.0,24,SP3,Server
24,AMD EPYC 7542,143199.2,56728,31.69,2207,1.23,225.0,32,SP3,Server
25,AMD EPYC 7543,300880.0,56562,15.04,2563,0.68,240.0,32,SP3,Server
27,AMD Ryzen Threadripper 3960X,134632.0,54757,32.54,2678,1.59,280.0,24,sTRX4,Desktop
28,Intel Xeon Platinum 8358 @ 2.60GHz,407820.0,54416,10.67,2382,0.47,250.0,32,LGA 4189,Server
29,AMD EPYC 7453,143920.0,53511,29.74,2580,1.43,225.0,28,SP3,Server
30,Intel Xeon Gold 6348 @ 2.60GHz,253840.0,53112,16.74,2455,0.77,235.0,28,LGA 4189,Server
33,AMD EPYC 7402,156960.0,51368,26.18,2081,1.06,180.0,24,SP3,Server
35,AMD EPYC 7502,220000.0,49177,17.88,1843,0.67,180.0,32,SP3,Server
36,AMD EPYC 7502P,215720.8,48995,18.17,1894,0.7,180.0,32,SP3,Server
37,Intel Xeon Gold 6342 @ 2.80GHz,306072.0,48330,12.63,2453,0.64,230.0,24,LGA 4189,Server
38,AMD EPYC 7413,159839.2,46295,23.17,1983,0.99,180.0,24,SP3,Server
39,AMD Ryzen 9 5950X,51979.2,46195,71.1,3498,5.38,105.0,16,AM4,Desktop
40,AMD EPYC 73F3,479360.0,46085,7.69,2878,0.48,240.0,16,SP3,Server
41,AMD EPYC 7343,135999.2,45882,26.99,2947,1.73,190.0,16,SP3,Server
43,Intel Xeon Gold 6336Y @ 2.40GHz,308027.2,45517,11.82,2522,0.65,185.0,24,LGA 4189,Server
44,Intel Core i9-12900KS,62398.4,44243,56.72,4317,5.53,150.0,8,LGA  1700,Desktop
45,Intel Xeon Gold 6312U @ 2.40GHz,138929.6,43745,25.19,2383,1.37,185.0,24,LGA 4189,Server
46,Intel Xeon Gold 6330 @ 2.00GHz,152320.0,43056,22.61,2034,1.07,205.0,28,LGA 4189,Server
47,AMD EPYC 7601,71996.0,42244,46.94,1941,2.16,180.0,32,SP3,Server
48,AMD EPYC 7452,176797.6,41871,18.95,1689,0.76,155.0,32,SP3,Server
49,AMD EPYC 7402P,114314.4,41741,29.21,1970,1.38,180.0,24,SP3,Server
51,Intel Xeon Gold 6354 @ 3.00GHz,234610.4,41434,14.13,2406,0.82,205.0,18,LGA 4189,Server
53,Intel Core i9-12900KF,45838.4,41163,71.84,4217,7.36,241.0,8,LGA 1700,Desktop
54,Intel Core i9-12900K,47996.0,41077,68.47,4209,7.02,241.0,8,LGA 1700,Desktop
55,AMD EPYC 7F52,248000.0,40951,13.21,2446,0.79,240.0,16,SP3,Server
56,AMD EPYC 7313P,73040.0,40879,44.77,2608,2.86,155.0,16,SP3,Server
58,Intel Xeon W-3275M @ 2.50GHz,596240.0,40767,5.47,2725,0.37,205.0,28,LGA 3647,Server
59,AMD EPYC 7313,94399.2,40575,34.39,2610,2.21,155.0,16,SP3,Server
60,AMD EPYC 7352,102400.0,40472,31.62,1995,1.56,155.0,24,SP3,Server
61,AMD Ryzen Threadripper PRO 3955WX,159600.0,40225,20.16,2696,1.35,280.0,16,sWRX8,Desktop
62,Intel Xeon W-3265M @ 2.70GHz,508240.0,39620,6.24,2718,0.43,205.0,24,LGA 3647,"Desktop, Server"
63,AMD Ryzen 9 5900X,31442.4,39457,100.39,3494,8.89,105.0,12,AM4,Desktop
64,AMD Ryzen 9 3950X,52000.0,39157,60.24,2738,4.21,105.0,16,AM4,Desktop
65,Intel Xeon W-3335 @ 3.40GHz,103920.0,38944,29.98,2556,1.97,250.0,16,LGA 4189,Server
66,Intel Xeon Gold 6248R @ 3.00GHz,247600.0,38604,12.47,2296,0.74,205.0,24,LGA 3647,Server
67,Intel Core i9-12900,40720.0,38281,75.21,4162,8.18,65.0,8,LGA 1700,Desktop
70,Intel Xeon Gold 6346 @ 3.10GHz,182320.0,37606,16.5,2455,1.08,205.0,16,LGA 4189,Server
71,Intel Xeon Platinum 8280 @ 2.70GHz,709636.8,37575,4.24,2011,0.23,205.0,28,LGA 3647,Server
72,Intel Xeon Gold 6238R @ 2.20GHz,213360.0,37511,14.06,2362,0.89,165.0,28,LGA 3647,Server
73,Intel Xeon Silver 4316 @ 2.30GHz,90337.6,37264,33.0,2380,2.11,150.0,20,LGA 4189,Server
74,Intel Xeon W-3175X @ 3.10GHz,127676.8,37167,23.29,2148,1.35,255.0,28,LGA 3647,Desktop
75,Intel Core i9-12900F,42399.2,35726,67.41,4045,7.63,65.0,8,LGA 1700,Desktop
76,Intel Xeon Gold 6242R @ 3.10GHz,197771.2,35352,14.3,2426,0.98,205.0,20,LGA 3647,Server
77,Intel Xeon Gold 6326 @ 2.90GHz,128463.2,35328,22.0,2356,1.47,185.0,16,LGA 4189,Server
78,Intel Core i9-12900T,39120.0,34999,71.57,4032,8.25,35.0,8,LGA 1700,Desktop
80,Intel Core i7-12700K,32720.0,34125,83.44,4047,9.9,190.0,8,LGA 1700,Desktop
81,Intel Core i7-12700KF,28079.2,34110,97.18,4054,11.55,190.0,8,LGA 1700,Desktop
82,Intel Xeon Platinum 8260M @ 2.30GHz,616400.0,33970,4.41,2315,0.3,165.0,24,LGA 3647,Server
83,Intel Xeon D-2799 @ 2.40GHz,154640.0,33792,17.48,2404,1.24,129.0,20,BGA 2579,Server
85,Intel Core i9-10980XE @ 3.00GHz,79999.2,33408,33.41,2667,2.67,165.0,18,LGA 2066,Desktop
86,Intel Xeon Gold 5220R @ 2.20GHz,136960.0,33370,19.49,2399,1.4,150.0,24,LGA 3647,Server
87,AMD EPYC 7302,89209.6,33015,29.61,1978,1.77,155.0,16,SP3,Server
88,AMD Ryzen 9 3900XT,49501.6,32869,53.12,2786,4.5,105.0,12,AM4,Desktop
89,AMD Ryzen 9 3900X,28720.0,32751,91.23,2725,7.59,105.0,12,AM4,Desktop
90,Intel Xeon Platinum 8168 @ 2.70GHz,626320.0,32616,4.17,2138,0.27,205.0,24,LGA 3647,Server
91,AMD EPYC 7302P,165596.0,32480,15.69,1878,0.91,155.0,16,SP3,Server
92,AMD Ryzen Threadripper 2990WX,168000.0,32475,15.46,2290,1.09,250.0,32,sTR4,Desktop
93,Intel Xeon Gold 6252 @ 2.10GHz,308000.0,32410,8.42,2143,0.56,150.0,24,LGA 3647,Server
94,Intel Core i7-12700F,25036.8,32268,103.11,3987,12.74,65.0,8,LGA 1700,Desktop
95,Intel Xeon Gold 6230R @ 2.10GHz,149600.0,32223,17.23,2020,1.08,150.0,26,LGA 3647,Server
96,Intel Core i9-9980XE @ 3.00GHz,115376.8,31905,22.12,2566,1.78,165.0,18,LGA 2066,Desktop
97,Intel Xeon W-2295 @ 3.00GHz,120370.4,31680,21.06,2696,1.79,165.0,18,LGA 2066,Server
98,Intel Core i7-12700,26240.0,31659,96.52,3948,12.04,65.0,8,LGA 1700,Desktop
99,AMD EPYC 7282,57837.6,31631,43.75,1987,2.75,120.0,16,SP3,Server
102,AMD EPYC 7371,144719.2,31094,17.19,2377,1.31,,16,SP3,Server
103,AMD Ryzen 9 3900,41381.6,30660,59.27,2627,5.08,65.0,12,AM4,Desktop
104,Intel Core i9-9960X @ 3.10GHz,119916.0,30655,20.45,2631,1.76,165.0,16,LGA 2066,Desktop
106,Intel Xeon W-3245 @ 3.20GHz,214719.2,30549,11.38,2537,0.95,205.0,16,LGA 3647,Server
107,AMD Ryzen Threadripper 2970WX,53520.0,30433,45.49,2358,3.52,250.0,24,sTR4,Desktop
108,AMD EPYC 7551P,29599.2,30313,81.93,1719,4.65,180.0,32,SP3,Server
109,Intel Xeon Gold 6246R @ 3.40GHz,271182.4,30220,8.92,2321,0.68,205.0,16,LGA 3647,Server
110,Intel Core i9-12900HK,50800.0,30213,47.58,3946,6.21,45.0,6,BGA 1744,Laptop
111,Intel Core i9-9990XE @ 4.00GHz,173040.0,30162,13.94,2970,1.37,255.0,14,LGA 2066,Desktop
112,Intel Xeon W-3265 @ 2.70GHz,364109.6,30105,6.61,2572,0.57,205.0,24,LGA 3647,Server
113,Intel Xeon Platinum 8268 @ 2.90GHz,480478.4,30103,5.01,2167,0.36,205.0,24,LGA 3647,Server
114,Intel Xeon Silver 4314 @ 2.40GHz,69384.0,30043,34.64,2179,2.51,135.0,16,LGA 4189,Server
115,AMD Ryzen Threadripper 2950X,79200.0,29981,30.28,2488,2.51,180.0,16,sTR4,Desktop
116,Intel Core i9-7980XE @ 2.60GHz,65313.6,29842,36.55,2474,3.03,165.0,18,LGA 2066,Desktop
117,Intel Core i9-12900H,49360.0,29714,48.16,3974,6.44,45.0,6,BGA 1744,Laptop
118,Intel Xeon Gold 6254 @ 3.10GHz,290109.6,29356,8.1,2381,0.66,200.0,18,LGA 3647,Server
120,Intel Xeon Gold 6148 @ 2.40GHz,225360.0,28962,10.28,2182,0.77,150.0,20,LGA 3647,Server
121,Intel Xeon Gold 6210U @ 2.50GHz,121991.2,28915,18.96,2203,1.44,150.0,20,LGA 3647,Server
122,Intel Xeon Gold 6154 @ 3.00GHz,303916.0,28848,7.59,2264,0.6,200.0,18,LGA 3647,Server
123,Intel Core i9-10940X @ 3.30GHz,61759.2,28619,37.07,2724,3.53,165.0,14,LGA 2066,Desktop
124,Intel Xeon Gold 5317 @ 3.00GHz,89540.0,28580,25.54,2437,2.18,150.0,12,LGA 4189,Server
125,Intel Core i9-9940X @ 3.30GHz,67312.0,28411,33.77,2647,3.15,165.0,14,LGA 2066,Desktop
126,AMD Ryzen 7 5800X,26719.2,28368,84.94,3485,10.43,105.0,8,AM4,Desktop
127,AMD EPYC 7401P,19999.2,28271,113.09,1689,6.76,155.0,24,SP3,Server
129,AMD Ryzen Threadripper 1950X,54757.6,28037,40.96,2293,3.35,180.0,16,sTR4,Desktop
130,Intel Xeon W-2275 @ 3.30GHz,88960.0,27904,25.09,2790,2.51,165.0,14,LGA 2066,Desktop
131,Intel Xeon Gold 6238 @ 2.10GHz,215916.0,27617,10.23,1691,0.63,140.0,22,LGA 3647,Server
132,Intel Xeon Gold 6212U @ 2.40GHz,160000.0,27470,13.73,2013,1.01,165.0,24,LGA 3647,Server
134,Intel Core i5-12600K,22238.4,27429,98.67,3965,14.26,150.0,6,LGA 1700,Desktop
135,Intel Core i7-12700H,36560.0,27391,59.94,3766,8.24,45.0,6,BGA 1744,Laptop
137,Intel Xeon W-2195 @ 2.30GHz,158705.6,27325,13.77,2413,1.22,140.0,18,LGA 2066,Server
138,Intel Xeon Gold 6226R @ 2.90GHz,109766.4,27211,19.83,2290,1.67,150.0,16,LGA 3647,Server
139,Intel Core i5-12600KF,20878.4,27186,104.17,3967,15.2,150.0,6,LGA 1700,Desktop
140,AMD Ryzen 7 5700X,23920.0,27065,90.52,3397,11.36,65.0,8,AM4,Desktop
141,Intel Xeon Gold 6208U @ 2.90GHz,112559.2,26901,19.12,2247,1.6,150.0,16,LGA 3647,Server
142,Intel Core i9-7960X @ 2.80GHz,79277.6,26699,26.94,2525,2.55,165.0,16,LGA 2066,Desktop
143,Intel Core i9-10920X @ 3.50GHz,54399.2,26696,39.26,2766,4.07,165.0,12,LGA 2066,Desktop
145,Intel Xeon Gold 6230 @ 2.10GHz,159200.0,26657,13.4,2285,1.15,125.0,20,LGA 3647,Server
146,Intel Core i9-7940X @ 3.10GHz,43909.6,26508,48.3,2490,4.54,165.0,14,LGA 2066,Desktop
147,Intel Xeon Platinum 8160 @ 2.10GHz,187896.0,26485,11.28,1984,0.84,150.0,24,LGA 3647,Server
149,AMD EPYC 7272,48436.0,26446,43.68,2013,3.32,120.0,12,SP3,Server
150,Intel Xeon Gold 5318Y @ 2.10GHz,108880.0,26400,19.4,1826,1.34,165.0,24,LGA 4189,Server
151,Intel Xeon Gold 6242 @ 2.80GHz,197211.2,26288,10.66,2196,0.89,150.0,16,LGA 3647,Server
153,Intel Xeon W-2265 @ 3.50GHz,75520.0,25984,27.53,2810,2.98,165.0,12,LGA 2066,Server
154,Intel Xeon W-3235 @ 3.30GHz,146399.2,25974,14.19,2622,1.43,180.0,12,LGA 3647,Server
155,Intel Xeon W-3323 @ 3.50GHz,75920.0,25875,27.27,2617,2.76,220.0,12,LGA 4189,"Desktop, Server"
156,Intel Xeon Gold 5220 @ 2.20GHz,133955.2,25740,15.37,2396,1.43,125.0,18,LGA 3647,Server
158,Intel Core i9-11900K @ 3.50GHz,31837.6,25539,64.17,3519,8.84,125.0,8,LGA 1200,Desktop
160,AMD Ryzen 7 5800X3D,47920.0,25508,42.58,2850,4.76,105.0,8,AM4,Desktop
161,AMD EPYC 7351P,59120.0,25484,34.48,1809,2.45,155.0,16,SP3,Server
164,Intel Core i9-11900KF @ 3.50GHz,30398.4,25390,66.82,3563,9.38,125.0,8,LGA 1200,Desktop
165,Intel Core i9-9920X @ 3.50GHz,79920.0,25291,25.32,2621,2.62,165.0,12,LGA 2066,Desktop
166,AMD Ryzen Threadripper 2920X,60880.0,25203,33.12,2482,3.26,180.0,12,sTR4,Desktop
167,Intel Xeon W-1370P @ 3.60GHz,32959.2,25202,61.17,3494,8.48,125.0,8,LGA 1200,"Desktop, Server"
168,Intel Xeon Gold 5218R @ 2.10GHz,101516.8,25191,19.85,2200,1.73,125.0,20,LGA 3647,Server
170,AMD EPYC 7501,289280.0,24925,6.89,1925,0.53,155.0,32,SP3,Server
171,Intel Xeon Gold 6138T @ 2.00GHz,602240.0,24800,3.29,2050,0.27,125.0,20,LGA 3647,Server
173,Intel Core i7-11700K @ 3.60GHz,23760.0,24749,83.33,3429,11.55,125.0,8,LGA 1200,Desktop
175,Intel Xeon E5-2699 v4 @ 2.20GHz,476636.8,24619,4.13,1937,0.33,145.0,22,LGA 2011-3,Server
176,AMD Ryzen 7 5700G,18640.0,24545,105.34,3281,14.08,65.0,8,AM4,Desktop
177,Intel Xeon Gold 6150 @ 2.70GHz,192880.0,24489,10.16,2190,0.91,165.0,18,LGA 3647,Server
178,Intel Xeon Gold 6246 @ 3.30GHz,249057.6,24446,7.85,2450,0.79,165.0,12,LGA 3647,Server
181,Intel Xeon Gold 6248 @ 2.50GHz,235200.0,24234,8.24,2290,0.78,150.0,20,LGA 3647,Server
182,Intel Core i7-11700KF @ 3.60GHz,22320.0,24147,86.55,3420,12.26,125.0,8,LGA 1200,Desktop
183,Intel Xeon W-1370 @ 2.90GHz,30159.2,23908,63.42,3538,9.39,80.0,8,LGA 1200,"Desktop, Server"
184,Intel Xeon W-11955M @ 2.60GHz,49840.0,23859,38.3,3375,5.42,45.0,8,BGA 1787,"Laptop, Server"
185,AMD Ryzen 7 3800XT,31332.0,23815,60.81,2845,7.26,105.0,8,AM4,Desktop
186,Intel Core i9-11900F @ 2.50GHz,30399.2,23814,62.67,3528,9.28,65.0,8,LGA 1200,Desktop
187,Intel Core i9-10900K @ 3.70GHz,31197.6,23768,60.95,3167,8.12,125.0,10,LGA 1200,Desktop
188,Intel Core i9-11980HK @ 2.60GHz,46640.0,23629,40.53,3312,5.68,45.0,8,BGA 1787,Laptop
189,Intel Xeon Silver 4310 @ 2.10GHz,48701.6,23589,38.75,2200,3.61,120.0,12,LGA 4189,Server
190,AMD EPYC 7351,70719.2,23566,26.66,1821,2.06,155.0,16,SP3,Server
191,Intel Xeon E5-2696 v3 @ 2.30GHz,199840.0,23556,9.43,2209,0.88,145.0,18,LGA 2011-v3,Server
192,Intel Core i5-12500H,24880.0,23530,75.66,3678,11.83,45.0,4,BGA 1744,Laptop
193,Intel Xeon W-1390 @ 2.80GHz,37599.2,23515,50.03,3358,7.14,80.0,8,LGA 1200,Server
194,Intel Xeon E5-2679 v4 @ 2.50GHz,216160.0,23512,8.7,1951,0.72,200.0,20,LGA 2011-3,Server
195,Intel Core i9-10900KF @ 3.70GHz,27199.2,23508,69.14,3141,9.24,125.0,10,LGA 1200,Desktop
196,Intel Xeon E-2388G @ 3.20GHz,43120.0,23501,43.6,3323,6.16,95.0,8,LGA 1200,Server
198,Intel Xeon Gold 6146 @ 3.20GHz,244960.0,23432,7.65,2493,0.81,165.0,12,LGA 3647,Server
200,Intel Core i9-7920X @ 2.90GHz,30000.0,23292,62.11,2467,6.58,140.0,12,LGA 2066,Desktop
201,AMD Ryzen 7 3800X,19887.2,23275,93.63,2735,11.0,105.0,8,AM4,Desktop
202,Intel Xeon W-2175 @ 2.50GHz,31600.0,23215,58.77,2481,6.28,140.0,14,LGA 2066,Server
203,Intel Xeon E5-2696 v4 @ 2.20GHz,223516.0,23207,8.31,2248,0.8,145.0,22,LGA 2011-3,Server
204,Intel Xeon Platinum 8176 @ 2.10GHz,223496.0,23179,8.3,2048,0.73,165.0,28,LGA 3647,Server
207,Intel Core i9-11900 @ 2.50GHz,27830.4,23117,66.45,3443,9.9,65.0,8,LGA 1200,Desktop
208,Intel Core i9-10850K @ 3.60GHz,32675.2,23055,56.45,3091,7.57,125.0,10,LGA 1200,Desktop
210,Intel Xeon W-1290P @ 3.70GHz,79838.4,22997,23.04,3204,3.21,125.0,10,LGA 1200,Server
211,AMD Ryzen Threadripper 1920X,23999.2,22903,76.35,2300,7.67,180.0,12,sTR4,Desktop
212,Intel Xeon Gold 6138 @ 2.00GHz,133036.0,22851,13.74,2220,1.33,125.0,20,LGA 3647,Server
213,AMD Ryzen 7 PRO 3700,26399.2,22800,69.09,2673,8.1,65.0,8,AM4,Desktop
214,Intel Core i9-11900KB @ 3.30GHz,43120.0,22769,42.24,3303,6.13,65.0,8,BGA 1787,Desktop
215,Intel Xeon Gold 6140 @ 2.30GHz,80000.0,22733,22.73,1840,1.84,140.0,18,LGA 3647,Server
216,AMD Ryzen 7 3700X,29401.6,22716,61.81,2680,7.29,65.0,8,AM4,Desktop
217,Intel Core i7-12700T,27120.0,22688,66.93,3295,9.72,35.0,8,LGA 1700,Desktop
218,Intel Core i9-10900X @ 3.70GHz,44800.0,22683,40.51,2696,4.81,165.0,10,LGA 2066,Desktop
219,Intel Core i9-11950H @ 2.60GHz,44480.0,22570,40.59,3298,5.93,45.0,8,BGA 1787,Laptop
226,Intel Xeon Gold 6152 @ 2.10GHz,253371.2,22291,7.04,2155,0.68,140.0,22,LGA 3647,Server
227,Intel Xeon Gold 6136 @ 3.00GHz,200000.0,22266,8.91,2224,0.89,150.0,12,LGA 3647,Server
229,Intel Xeon Gold 6334 @ 3.60GHz,205632.8,22160,8.62,2592,1.01,165.0,8,LGA 4189,Server
230,Intel Xeon Gold 5218 @ 2.30GHz,112451.2,22117,15.73,2245,1.6,125.0,16,LGA 3647,Server
231,AMD Ryzen 5 5600X,17359.2,22088,101.79,3377,15.56,65.0,6,AM4,Desktop
232,Intel Xeon W-1290E @ 3.50GHz,40000.0,22066,44.13,2914,5.83,95.0,10,LGA 1200,Server
234,Intel Xeon W-2255 @ 3.70GHz,62240.0,22042,28.33,2727,3.5,165.0,10,LGA 2066,"Desktop, Server"
235,AMD EPYC 7551,237929.6,22005,7.4,1736,0.58,180.0,32,SP3,Server
236,Intel Core i9-9900X @ 3.50GHz,52399.2,21868,33.39,2604,3.98,165.0,10,LGA 2066,Desktop
237,Intel Xeon Gold 6130T @ 2.10GHz,159040.0,21803,10.97,1698,0.85,125.0,16,LGA 3647,Server
239,Intel Xeon E5-2698 v4 @ 2.20GHz,72696.0,21755,23.94,2141,2.36,135.0,20,LGA 2011-3,Server
240,Intel Xeon E5-2697 v4 @ 2.30GHz,69920.0,21545,24.65,1963,2.25,145.0,18,LGA 2011-3,Server
243,Intel Core i7-11700F @ 2.50GHz,23199.2,21447,73.96,3339,11.51,65.0,8,LGA 1200,Desktop
245,Intel Core i9-11900H @ 2.50GHz,43680.0,21385,39.17,3202,5.86,45.0,8,BGA 1787,Laptop
246,Intel Core i5-12600,19117.6,21368,89.42,3883,16.25,65.0,6,LGA  1700,Desktop
247,Intel Core i7-11800H @ 2.30GHz,31600.0,21363,54.08,3134,7.93,45.0,8,BGA 1787,Laptop
248,AMD Ryzen 5 5600,15199.2,21350,112.37,3208,16.88,65.0,6,AM4,Desktop
249,Intel Core i9-7900X @ 3.30GHz,21598.4,21310,78.93,2594,9.61,140.0,10,LGA 2066,Desktop
250,AMD EPYC 7281,87916.0,21230,19.32,1613,1.47,155.0,16,SP3,Server
251,Intel Xeon Gold 5315Y @ 3.20GHz,101414.4,21225,16.74,2524,1.99,140.0,8,LGA 4189,Server
252,Intel Core i7-11850H @ 2.50GHz,31600.0,21212,53.7,3219,8.15,45.0,8,BGA 1787,Laptop
253,Intel Xeon W-2155 @ 3.30GHz,122431.2,21198,13.85,2637,1.72,140.0,10,LGA 2066,Server
254,Intel Xeon Gold 6132 @ 2.60GHz,171196.0,21042,9.83,2180,1.02,140.0,14,LGA 3647,Server
256,Intel Xeon Silver 4310T @ 2.30GHz,53454.4,20973,31.39,2288,3.42,105.0,10,LGA 4189,Server
259,Intel Core i9-10900F @ 2.80GHz,28000.0,20881,59.66,3070,8.77,65.0,10,LGA 1200,Desktop
262,AMD EPYC 7262,45756.0,20827,36.41,2026,3.54,155.0,8,SP3,Server
263,Intel Xeon Gold 6130 @ 2.10GHz,141600.0,20721,11.71,1880,1.06,125.0,16,LGA 3647,Server
265,Intel Core i9-10900E @ 2.80GHz,35520.0,20658,46.53,2969,6.69,65.0,10,LGA 1200,"Desktop, Mobile/Embedded"
267,Intel Core i7-11700 @ 2.50GHz,25359.2,20588,64.95,3146,9.92,95.0,8,LGA 1200,Desktop
268,AMD Ryzen 7 PRO 4750G,23999.2,20570,68.57,2710,9.03,65.0,8,AM4,Desktop
269,Intel Xeon W-1290 @ 3.20GHz,49520.0,20533,33.17,3093,5.0,80.0,10,LGA 1200,Server
270,AMD EPYC 7451,161209.6,20471,10.16,1975,0.98,180.0,24,SP3,Server
272,Intel Core i9-10900 @ 2.80GHz,31197.6,20446,52.43,3057,7.84,65.0,10,LGA 1200,Desktop
273,Intel Xeon Gold 6244 @ 3.60GHz,237600.0,20402,6.87,2752,0.93,150.0,8,LGA 3647,Server
275,Intel Xeon E5-2695 v4 @ 2.10GHz,47368.0,20373,34.41,1948,3.29,120.0,18,LGA 2011-3,Server
277,Intel Core i5-12500,16160.0,20309,100.54,3759,18.61,65.0,6,LGA  1700,Desktop
278,Intel Core i9-11900T @ 1.50GHz,35120.0,20225,46.07,3419,7.79,35.0,8,LGA 1200,Desktop
279,AMD Ryzen 7 4700G,25520.0,20138,63.13,2758,8.65,65.0,8,AM4,Desktop
280,Intel Xeon E5-2699 v3 @ 2.30GHz,43402.4,20138,37.12,1916,3.53,145.0,18,LGA 2011-v3,Server
281,Intel Xeon E5-2690 v4 @ 2.60GHz,39864.8,20094,40.32,1971,3.96,135.0,14,LGA 2011-3,Server
283,AMD Ryzen 5 5500,12720.0,19949,125.46,3096,19.47,65.0,6,AM4,Desktop
284,Intel Xeon W-1350P @ 4.00GHz,26079.2,19935,61.15,3512,10.77,65.0,6,LGA 1200,Server
285,AMD Ryzen 5 5600G,14397.6,19830,110.19,3187,17.71,65.0,6,AM4,Desktop
286,Intel Core i5-12450H,24880.0,19820,63.73,3628,11.66,45.0,4,BGA 1744,Laptop
287,Intel Xeon Gold 6226 @ 2.70GHz,141598.4,19810,11.19,2104,1.19,125.0,12,LGA 3647,Server
288,Intel Xeon E5-2698 v3 @ 2.30GHz,272476.0,19794,5.81,1990,0.58,135.0,16,LGA 2011-v3,Server
289,Intel Core i5-11600K @ 3.90GHz,16799.2,19781,94.2,3374,16.07,125.0,6,LGA 1200,Desktop
290,Intel Core i5-11600KF @ 3.90GHz,18599.2,19742,84.91,3359,14.45,125.0,6,LGA 1200,Desktop
291,Intel Core i5-12400F,13998.4,19659,112.35,3567,20.39,65.0,6,LGA 1700,Desktop
292,Intel Core i5-12400,15360.0,19571,101.93,3532,18.4,65.0,6,LGA  1700,Desktop
294,AMD EPYC 7252,30497.6,19550,51.28,1992,5.23,120.0,8,SP3,Server
295,Intel Core i9-9900KS @ 4.00GHz,71864.0,19518,21.73,3039,3.38,127.0,8,LGA 1151-2,Desktop
296,Intel Xeon Silver 4216 @ 2.10GHz,87732.8,19451,17.74,1775,1.62,100.0,16,LGA 3647,Server
297,Intel Xeon W-2245 @ 3.90GHz,79992.0,19446,19.45,2763,2.76,155.0,8,LGA 2066,Server
302,Intel Core i7-10700K @ 3.80GHz,26318.4,19277,58.6,3074,9.34,125.0,8,LGA 1200,Desktop
303,Intel Xeon W-1270P @ 3.80GHz,34240.0,19245,44.96,3074,7.18,95.0,8,LGA 1200,Server
304,Intel Xeon E5-2697 v3 @ 2.60GHz,16015.2,19238,96.1,2009,10.04,145.0,14,LGA 2011-v3,Server
305,Intel Xeon Gold 6126 @ 2.60GHz,92800.0,19223,16.57,2019,1.74,125.0,12,LGA 3647,Server
306,Intel Core i7-10700KF @ 3.80GHz,24799.2,19143,61.75,3056,9.86,125.0,8,LGA 1200,Desktop
308,Intel Core i7-12800H,36560.0,19052,41.69,3604,7.89,45.0,6,BGA 1744,Laptop
309,Intel Xeon Silver 4309Y @ 2.80GHz,54200.0,19010,28.06,2494,3.68,105.0,8,LGA 4189,Server
312,Intel Xeon W-1350 @ 3.30GHz,22399.2,18940,67.65,3511,12.54,80.0,6,LGA 1200,Server
315,Intel Xeon W-11855M @ 3.20GHz,36000.0,18857,41.91,3319,7.38,45.0,6,BGA 1787,"Laptop, Server"
317,Intel Xeon Silver 4214R @ 2.40GHz,56624.8,18846,26.63,2023,2.86,100.0,12,LGA 3647,Server
320,AMD Ryzen 5 3600XT,26201.6,18780,57.34,2794,8.53,95.0,6,AM4,Desktop
321,Intel Xeon E-2356G @ 3.20GHz,26640.0,18757,56.33,3507,10.53,80.0,6,LGA 1200,Server
323,Intel Core i9-9900K @ 3.60GHz,49760.0,18716,30.09,2960,4.76,95.0,8,LGA 1151-2,Desktop
324,Intel Core i9-9900KF @ 3.60GHz,40170.4,18691,37.22,2968,5.91,95.0,8,LGA 1151-2,Desktop
325,Intel Xeon Gold 6144 @ 3.50GHz,167760.0,18656,8.9,2523,1.2,150.0,8,LGA 3647,Server
327,Intel Xeon W-1270E @ 3.40GHz,29360.0,18635,50.78,2990,8.15,80.0,8,LGA 1200,"Server, Mobile/Embedded"
