,name,count,capacity,freq,timings,formFactor,type,price,link,value
243,Patriot Viper Steel PVS48G320C6K ,2,4,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,2390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs48g320c6k-ddr4-2x-4gb-3200-dimm-r-1210840/,1.3405857740585774
244,KIMTIGO KMKU8G8682666 ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kimtigo-kmku8g8682666-rtl-cl19-dimm-288-pin-1740202/,1.6817610062893082
246,Kingston Fury Renegade Black KF432C16RB/32 ,1,32,3200,16-19-19,"DIMM, 288-pin",DDR4 ,7490,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kf432c16rb-32-rtl-pc4-25600-cl16-dim-1560191/,0.4315086782376502
247,Patriot Signature Premium PSP416G266681H1 ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-patriot-psp416g266681h1-rtl-pc4-21300-cl17-di-1437304/,0.8679611650485437
248,Kingston Fury Beast RGB KF436C18BBA/16 ,1,16,3600,18-22-22,"DIMM, 288-pin",DDR4 ,4390,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-kingston-kf436c18bba-16-fury-beast-rgb-rtl-pc-1808890/,0.8236902050113895
249,AMD R532G1601S1S-UO ,1,2,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,1110,https://www.citilink.ru/product/modul-pamyati-amd-r532g1601s1s-uo-ddr3-2gb-1600-so-dimm-oem-896606/,1.4432432432432432
250,Kingston Fury Beast Black KF432C16BBK2/64 ,2,32,3200,16-20-20,"DIMM, 288-pin",DDR4 ,14690,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-kingston-kf432c16bbk2-64-rtl-pc4-25600-cl16-1560192/,0.22001361470388017
251,Patriot Steel Series PVS432G320C8S ,1,32,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,6490,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-patriot-pvs432g320c8s-steel-series-rtl-pc4-25-1780804/,0.4979969183359014
252,Patriot Viper 4 Blackout PVB464G320C6K ,2,32,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,12990,https://www.citilink.ru/product/pamyat-ddr4-64gb-3200mhz-patriot-pvb464g320c6k-rtl-cl18-dimm-288-pin-1-1562204/,0.24880677444187838
254,Patriot Viper Steel PVS416G440C9K ,2,8,4400,19-19-19-39,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g440c9k-ddr4-2x-8gb-4400-dimm-1149667/,0.630615164520744
256,Kingston Fury Beast KF552C40BBK2-64 ,2,32,5200,40-40-40,"DIMM, 288-pin",DDR5 ,20990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5200mhz-kingston-kf552c40bbk2-64-fury-beast-rtl-pc5-1769922/,0.24926155312053358
257,Kingston Fury Beast KF556C40BB-32 ,1,32,5600,40-40-40,"DIMM, 288-pin",DDR5 ,11990,https://www.citilink.ru/product/pamyat-ddr5-32gb-5600mhz-kingston-kf556c40bb-32-fury-beast-rtl-pc5-448-1769933/,0.4697247706422018
258,Kingston Fury Beast RGB KF432C16BBA/32 ,1,32,3200,16-20-20,"DIMM, 288-pin",DDR4 ,7390,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kf432c16bba-32-fury-beast-rgb-rtl-pc-1808888/,0.43734776725304464
259,Kingston Fury Renegade Black KF426C13RB/8 ,1,8,2666,13-15-15,"DIMM, 288-pin",DDR4 ,2190,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kingston-kf426c13rb-8-rtl-pc4-21300-cl13-dimm-1560755/,1.2210045662100455
260,Patriot Viper Elite II PVE2416G360C0 ,1,16,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,3590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-patriot-pve2416g360c0-rtl-pc4-28800-cl20-dimm-1555009/,1.0072423398328691
261,NETAC Basic NTBSD4N26SP-08 ,1,8,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-netac-ntbsd4n26sp-08-basic-oem-cl19-so-dimm-26-1740131/,1.7946308724832214
263,Patriot Viper Steel RGB PVSR416G360C0K ,2,8,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,5690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pvsr416g360c0k-rtl-pc4-28800-cl20-di-1471150/,0.6340949033391915
264,Crucial CT16G4SFRA266 ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,4580,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-crucial-ct16g4sfra266-rtl-pc4-21300-cl19-so-d-1825004/,0.5855895196506551
265,Patriot Viper Elite II PVE248G400C0 ,1,8,4000,20-26-26-46,"DIMM, 288-pin",DDR4 ,2390,https://www.citilink.ru/product/pamyat-ddr4-8gb-4000mhz-patriot-pve248g400c0-rtl-pc4-32000-cl20-dimm-2-1555014/,1.6769874476987447
266,Patriot Viper Venom PVV516G520C36K ,2,8,5200,36-36-36-68,"DIMM, 288-pin",DDR5 ,6590,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-5200mhz-patriot-pvv516g520c36k-viper-venom-rtl-pc5-4-1780733/,0.790288315629742
267,Kingston Fury Renegade Black KF426C13RB1/16 ,1,16,2666,13-15-15,"DIMM, 288-pin",DDR4 ,3690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426c13rb1-16-rtl-pc4-21300-cl13-di-1560758/,0.7268292682926829
269,Patriot Viper EliteII PVE2416G266C6 ,1,16,2666,16-17-17-36,"DIMM, 288-pin",DDR4 ,3290,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-patriot-pve2416g266c6-viper-eliteii-rtl-pc4-2-1604412/,0.8151975683890578
272,AMD R538G1601S2SL-U ,1,8,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3L,1190,https://www.citilink.ru/product/pamyat-ddr3-8gb-1600mhz-amd-r538g1601s2sl-u-rtl-pc3-12800-cl11-so-dimm-1473469/,1.3512605042016808
273,Kingston Fury Beast KF436C18BB/32 ,1,32,3600,18-22-22,"DIMM, 288-pin",DDR4 ,7990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18bb-32-fury-beast-rtl-pc4-288-1808894/,0.45456821026282856
275,Patriot Viper Steel PVS464G320C6K ,2,32,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,12990,https://www.citilink.ru/product/modul-pamyati-patriot-pvs464g320c6k-1483230/,0.24880677444187838
276,Patriot Signature PSD416G32002 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psd416g32002-rtl-pc4-25600-cl22-288-p-1509242/,1.040776699029126
277,Kingston Fury Beast Black KF426C16BB/32 ,1,32,2666,16-18-18,"DIMM, 288-pin",DDR4 ,7290,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-kingston-kf426c16bb-32-rtl-pc4-21300-cl16-dim-1560807/,0.3700960219478738
279,Patriot Viper Elite II PVE2432G320C8 ,1,32,3200,18-22-22-42,"DIMM, 288-pin",DDR4 ,7190,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-patriot-pve2432g320c8-viper-elite-ii-rtl-pc4-1616713/,0.4495132127955494
280,Crucial CT16G4SFS832A ,1,16,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,4590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-crucial-ct16g4sfs832a-rtl-pc4-21300-cl22-so-d-1838190/,0.7006535947712419
281,Patriot Steel Series PVS48G320C8S ,1,8,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-patriot-pvs48g320c8s-steel-series-rtl-pc4-2560-1780799/,1.6973544973544972
283,Patriot Viper Venom PVV532G560C36K ,2,16,5600,36-36-36-68,"DIMM, 288-pin",DDR5 ,11990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-patriot-pvv532g560c36k-viper-venom-rtl-pc5-1780798/,0.4683903252710592
286,AMD Radeon R7 Performance Series R7416G2400U2S-U ,1,16,2400,16-16-16-36,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-amd-r7416g2400u2s-u-radeon-r7-performance-ser-1667201/,0.8080267558528428
287,AMD R538G1601S2S-UO ,1,8,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,1190,https://www.citilink.ru/product/modul-pamyati-amd-r538g1601s2s-uo-ddr3-8gb-1600-so-dimm-oem-766734/,1.3512605042016808
288,Kingston Fury Beast KF548C38BBK2-64 ,2,32,4800,38-38-38,"DIMM, 288-pin",DDR5 ,19990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-4800mhz-kingston-kf548c38bbk2-64-fury-beast-rtl-pc5-1769921/,0.24172086043021512
290,Kingston VALUERAM KVR32N22D8/32 ,1,32,3200,22-22-22,"DIMM, 288-pin",DDR4 ,7690,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kvr32n22d8-32-rtl-pc4-25600-cl22-dim-1538455/,0.4202860858257477
291,Kingston Fury Beast RGB KF436C18BBA/32 ,1,32,3600,18-22-22,"DIMM, 288-pin",DDR4 ,8290,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18bba-32-fury-beast-rgb-rtl-pc-1808895/,0.4381182147165259
292,AMD Radeon R7 Performance Series R744G2400U1S-UO ,1,4,2400,16-16-16-36,"DIMM, 288-pin",DDR4 ,790,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2400u1s-uo-ddr4-4g-1007256/,3.0430379746835445
293,AMD Radeon R7 Performance Series R744G2606S1S-UO ,1,4,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4 ,750,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-amd-r744g2606s1s-uo-oem-pc4-22400-cl17-so-dimm-1517482/,3.56
294,Kingston VALUERAM KVR16LN11/8WP ,1,8,1600,11-11-11,"DIMM, 240-pin",DDR3L,3490,https://www.citilink.ru/product/pamyat-ddr3l-8gb-1600mhz-kingston-kvr16ln11-8wp-rtl-pc3-12800-cl11-dim-1538483/,0.4607449856733525
296,AMD R534G1601S1S-UGO ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,1490,https://www.citilink.ru/product/modul-pamyati-amd-r534g1601s1s-ugo-ddr3-4gb-1600-so-dimm-oem-924896/,1.076510067114094
297,NETAC Basic NTBSD4N26SP-04 ,1,4,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-netac-ntbsd4n26sp-04-basic-oem-cl19-so-dimm-26-1740132/,2.696969696969697
298,Patriot Signature Premium PSP416G320081H1 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,3190,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psp416g320081h1-signature-premium-rtl-1709173/,1.0081504702194357
299,AMD Radeon R7 Performance Series R748G2606S2S-U ,1,8,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-amd-r748g2606s2s-u-radeon-r7-performance-serie-1874127/,1.7946308724832214
301,Crucial CT32G4SFD832A ,1,32,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,7490,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-crucial-s-ct32g4sfd832a-rtl-pc4-25600-cl22-so-1832822/,0.4315086782376502
302,Kingston Fury Beast Black KF436C18BBK2/64 ,2,32,3600,18-22-22,"DIMM, 288-pin",DDR4 ,15590,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-kingston-kf436c18bbk2-64-rtl-pc4-25600-cl18-1560194/,0.23296985246953175
303,Patriot Viper 4 Blackout PVB48G300C6K ,2,4,3000,16-18-18-36,"DIMM, 288-pin",DDR4 ,2490,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb48g300c6k-ddr4-2x-4gb-3000-d-1210873/,1.206425702811245
305,Corsair Vengeance RGB Pro CMW16GX4M2D3600C18 ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,6790,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-corsair-cmw16gx4m2d3600c18-vengeance-rgb-pro-1812090/,0.5313696612665685
306,A-Data Premier AD4U26664G19-RGN ,1,4,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1290,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-a-data-ad4u26664g19-rgn-rtl-pc4-25600-cl19-dim-1839867/,2.0697674418604652
307,Kingston VALUERAM KVR32S22S8/8 ,1,8,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kvr32s22s8-8-rtl-pc4-25600-cl22-dimm-1538520/,1.6973544973544972
308,NETAC Basic NTBSD4P26SP-04 ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,1090,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-netac-ntbsd4p26sp-04-basic-rtl-cl19-dimm-288-p-1740125/,2.4495412844036695
312,Patriot Viper 4 Blackout PVB48G320C6K ,2,4,3200,16-18-18-36,"DIMM, 288-pin",DDR4 ,2590,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb48g320c6k-ddr4-2x-4gb-3200-d-1210870/,1.237065637065637
313,Digma DGMAD42666004S ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-digma-dgmad42666004s-rtl-pc4-21300-cl19-dimm-2-1784263/,3.379746835443038
315,Digma DGMAS42666004S ,1,4,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-digma-dgmas42666004s-rtl-pc4-21300-cl19-so-dim-1784260/,3.379746835443038
316,Corsair Vengeance RGB CMH32GX5M2B5200C40 ,2,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5 ,14990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-corsair-cmh32gx5m2b5200c40-vengeance-rgb-rt-1885798/,0.34796531020680455
317,Patriot Viper Steel PVS416G300C6 ,1,16,3000,16-18-18-36,"DIMM, 288-pin",DDR4 ,3390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g300c6-ddr4-16gb-3000-dimm-ret-1175239/,0.8896755162241888
318,Patriot Viper Steel PVS432G360C8 ,1,32,3600,18-20-20-40,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-patriot-pvs432g360c8-rtl-pc4-28800-cl16-dimm-1380684/,0.5195994277539342
319,Patriot Signature PSD34G1600L81 ,1,4,1600,11-11-11,"DIMM, 240-pin",DDR3L,950,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd34g1600l81-ddr3l-4gb-1600-dimm-ret-1211094/,1.6884210526315788
320,Patriot Viper Steel PVS432G266C8S ,1,32,2666,18-18-18-43,"SO-DIMM, 260-pin",DDR4 ,5990,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-patriot-pvs432g266c8s-viper-steel-rtl-pc4-213-1604469/,0.45041736227045076
321,Kingston Fury Beast Black KF437C19BB1/16 ,1,16,3733,19-23-23,"DIMM, 288-pin",DDR4 ,4190,https://www.citilink.ru/product/pamyat-ddr4-16gb-3733mhz-kingston-kf437c19bb1-16-rtl-cl19-dimm-288-pin-1560174/,0.8947494033412888
322,Kingston Fury Beast Black KF316C10BB/4 ,1,4,1600,10-10-10,"DIMM, 240-pin",DDR3 ,2090,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-kingston-kf316c10bb-4-rtl-pc3-12800-cl10-dimm-1560757/,0.7674641148325358
323,Patriot Viper Steel PVS48G266C8S ,1,8,2666,18-18-18-43,"SO-DIMM, 260-pin",DDR4 ,1990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs48g266c8s-ddr4-8gb-2666-so-dimm-r-1207796/,1.3437185929648243
324,Kingston Fury Beast KF556C40BBK2-64 ,2,32,5600,40-40-40,"DIMM, 288-pin",DDR5 ,21990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5600mhz-kingston-kf556c40bbk2-64-fury-beast-rtl-pc5-1769925/,0.2561164165529786
325,Patriot Signature Premium PSP416G32002H1 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,3390,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psp416g32002h1-signature-premium-rtl-1779938/,0.9486725663716814
326,NETAC Basic NTBSD4P32SP-16J ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-netac-ntbsd4p32sp-16j-basic-rtl-pc4-25600-cl2-1778512/,1.1128027681660901
329,Corsair Vengeance LPX CMK16GX4M2D3600C18 ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,5690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-corsair-cmk16gx4m2d3600c18-rtl-pc4-28800-cl1-1473203/,0.6340949033391915
330,Patriot Viper Elite II PVE2464G320C8K ,2,32,3200,18-22-22-42,"DIMM, 288-pin",DDR4 ,13990,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-patriot-pve2464g320c8k-viper-elite-ii-rtl-p-1609209/,0.23102215868477483
331,AMD Radeon R7 Performance Series R748G2133U2S-UO ,1,8,2133,15-15-15-35,"DIMM, 288-pin",DDR4 ,1620,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r748g2133u2s-uo-ddr4-8g-380326/,1.3216049382716049
333,AMD Radeon R7 Performance Series R7432G2606S2S-U ,1,32,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,5890,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-amd-r7432g2606s2s-u-radeon-r7-performance-ser-1777223/,0.45806451612903226
334,Kingston Fury Renegade Black KF432C16RB1K2/32 ,2,16,3200,16-18-18,"DIMM, 288-pin",DDR4 ,8690,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16rb1k2-32-rtl-dimm-rtl-1909855/,0.37008055235903337
335,Patriot Signature PSD516G480081 ,1,16,4800,40-40-40,"DIMM, 288-pin",DDR5 ,5190,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-patriot-psd516g480081-rtl-pc5-38400-cl40-dimm-1634062/,0.9279383429672446
336,AMD R538G1601U2S-UO black ,1,8,1600,11-11-11-28,"DIMM, 240-pin",DDR3 ,1890,https://www.citilink.ru/product/modul-pamyati-amd-r538g1601u2s-uo-black-ddr3-8gb-1600-dimm-oem-750642/,0.8507936507936508
337,Patriot Viper Elite II PVE2416G360C0K ,2,8,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,3890,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pve2416g360c0k-rtl-pc4-28800-cl20-di-1555010/,0.9275064267352185
338,Patriot Viper Elite II PVE2432G360C0 ,1,32,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,6590,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-patriot-pve2432g360c0-viper-elite-ii-rtl-pc4-1616714/,0.5511380880121396
339,AMD R532G1601S1S-U ,1,2,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,890,https://www.citilink.ru/product/pamyat-ddr3-2gb-1600mhz-amd-r532g1601s1s-u-rtl-pc3-12800-cl11-so-dimm-1841801/,1.8
340,Patriot Viper Venom PVV532G620C40K ,2,16,6200,40-40-40-76,"DIMM, 288-pin",DDR5 ,13490,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6200mhz-patriot-pvv532g620c40k-viper-venom-rtl-cl40-1790396/,0.4607857672349889
341,AMD R322G805U2S-UGO ,1,2,800,6-6-6-18,"DIMM, 240-pin",DDR2 ,1290,https://www.citilink.ru/product/modul-pamyati-amd-r322g805u2s-ugo-ddr2-2gb-800-dimm-oem-330876/,0.6217054263565891
343,AMD Radeon R7 Performance Series R744G2606U1S-UO ,1,4,2666,16-18-18-35,"DIMM, 288-pin",DDR4 ,890,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2606u1s-uo-ddr4-4g-1085014/,3.0
345,Corsair Vengeance CMK32GX5M2B5200C40 ,2,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5 ,12790,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-corsair-cmk32gx5m2b5200c40-rtl-cl40-dimm-28-1652358/,0.40781860828772476
347,AMD Radeon R7 Performance Series R7416G2400U2S-UO ,1,16,2400,16-16-16-36,"DIMM, 288-pin",DDR4 ,5950,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r7416g2400u2s-uo-ddr4-1-1126718/,0.40605042016806725
348,A-Data Premier AD4S266616G19-RGN ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-a-data-ad4s266616g19-rgn-rtl-pc4-25600-cl19-s-1839874/,0.8679611650485437
350,Digma DGMAD42666016D ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,2690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-digma-dgmad42666016d-rtl-pc4-21300-cl19-dimm-1835815/,0.9970260223048327
354,KIMTIGO KMKS16GF682666 ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,2590,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kimtigo-kmks16gf682666-rtl-cl19-so-dimm-260-p-1740207/,1.0355212355212355
355,Patriot Signature PSD432G32002 ,1,32,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,5890,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd432g32002-ddr4-32gb-3200-dimm-ret-1460281/,0.5487266553480475
356,A-Data AD4U26668G19-SGN ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-a-data-ad4u26668g19-sgn-rtl-dimm-1702426/,1.7946308724832214
357,Patriot Viper Venom RGB PVVR532G560C36K ,2,16,5600,36-36-36-68,"DIMM, 288-pin",DDR5 ,13390,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-patriot-pvvr532g560c36k-viper-venom-rgb-rtl-1874192/,0.41941747572815535
358,NETAC Shadow NTSDD4P32SP-16B ,1,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-netac-ntsdd4p32sp-16b-shadow-rtl-pc4-25600-cl-1810005/,1.040776699029126
360,AMD R334G1339U1S-UO ,1,4,1333,9-9-9-24,"DIMM, 240-pin",DDR3 ,690,https://www.citilink.ru/product/modul-pamyati-amd-r334g1339u1s-uo-ddr3-4gb-1333-dimm-oem-731956/,1.9376811594202898
363,Patriot Signature PSD516G4800K ,2,8,4800,40-40-40,"DIMM, 288-pin",DDR5 ,5190,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-4800mhz-patriot-psd516g4800k-rtl-pc5-38400-cl40-dimm-1634064/,0.9263969171483623
364,Kingston Fury Beast RGB KF426C16BB1A/16 ,1,16,2666,16-18-18,"DIMM, 288-pin",DDR4 ,4490,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426c16bb1a-16-rtl-pc4-21300-cl16-d-1560754/,0.5973273942093541
366,Patriot Viper Steel PVS432G240C5S ,1,32,2400,15-15-15-35,"SO-DIMM, 260-pin",DDR4 ,6090,https://www.citilink.ru/product/pamyat-ddr4-32gb-2400mhz-patriot-pvs432g240c5s-rtl-pc4-19200-cl15-260-1509235/,0.39934318555008214
367,Corsair Vengeance RGB CMG16GX4M2E3200C16 ,2,8,3200,16-20-20-38,"DIMM, 288-pin",DDR4 ,5290,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-corsair-cmg16gx4m2e3200c16-vengeance-rgb-rtl-1885797/,0.6064272211720226
368,Patriot PSD416G24002S ,1,16,2400,17-17-17-39,"SO-DIMM, 260-pin",DDR4 ,3190,https://www.citilink.ru/product/modul-pamyati-patriot-psd416g24002s-ddr4-16gb-2400-so-dimm-ret-1004144/,0.7573667711598746
369,AMD Radeon R7 Performance Series R7S48G2606U2S ,1,8,2666,16-18-18-39,"DIMM, 288-pin",DDR4 ,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-amd-r7s48g2606u2s-radeon-r7-performance-series-1906657/,1.3437185929648243
370,NETAC Shadow RGB NTSRD4P36DP-16S ,2,8,3600,16-18-18-38,"DIMM, 288-pin",DDR4 ,4990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-netac-ntsrd4p36dp-16s-shadow-rgb-rtl-pc4-288-1810009/,0.7230460921843688
371,Patriot Viper Steel PVS416G413C9K ,2,8,4133,19-19-19-39,"DIMM, 288-pin",DDR4 ,5790,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g413c9k-ddr4-2x-8gb-4133-dimm-1118417/,0.7151986183074266
372,Kingston VALUERAM KVR32S22S6/4 ,1,4,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-4gb-3200mhz-kingston-kvr32s22s6-4-valueram-rtl-pc4-25600-c-1894025/,2.1503355704697986
373,AMD Radeon R7 Performance Series R744G2400U1S-U ,1,4,2400,16-16-16-36,"DIMM, 288-pin",DDR4 ,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2400mhz-amd-r744g2400u1s-u-radeon-r7-performance-serie-1777080/,3.0430379746835445
374,Patriot Viper Venom PVV516G560C40K ,2,8,5600,40-40-40-76,"DIMM, 288-pin",DDR5 ,5490,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-5600mhz-patriot-pvv516g560c40k-viper-venom-rtl-cl40-1790389/,1.0214936247723134
376,AMD R5 R534G1601S1SL-U ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,990,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-amd-r534g1601s1sl-u-rtl-pc3-12800-cl11-so-dimm-1473465/,1.6202020202020202
377,Kingston VALUERAM KVR26S19D8/32 ,1,32,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,7790,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-kingston-kvr26s19d8-32-valueram-rtl-pc4-21300-1771157/,0.3463414634146341
379,Kingston Fury Beast KF552C40BB-32 ,1,32,5200,40-40-40,"DIMM, 288-pin",DDR5 ,10590,https://www.citilink.ru/product/pamyat-ddr5-32gb-5200mhz-kingston-kf552c40bb-32-fury-beast-rtl-pc5-416-1769928/,0.49405099150141646
